text_content,label
"Driver's License Name: Adam Oconnor License Number: 788035048 DOB: 1957-07-03 Address: 15676 Henry Flats Suite 756
Joshuamouth, VI 05978",drivers_license
Invoice Item: century Quantity: 7 Amount: $5097 Notes: How activity figure professional its power friend deep.,invoice
"Driver's License Name: Stephanie Lewis License Number: 924422453 DOB: 1944-04-04 Address: 25133 Nancy Park Apt. 511
Cooperfurt, TN 90116",drivers_license
"Driver's License Name: James Henry License Number: 370045837 DOB: 1963-02-14 Address: 16736 Newman Mountain
East Nicholeborough, FM 04540",drivers_license
"Manager thank agreement what. The treat continue write discover. Option national raise fly mean keep that indeed.
Have land tax. Great just even claim least.
Rest PM student. Clear operation kind myself could protect really. Fire quality season yet during issue fast they.",unknown file
Invoice Item: direction Quantity: 12 Amount: $1357 Notes: Bit official source live ask between teacher.,invoice
"Week within third Republican write owner. Would either director again. Glass real herself room bring rule off program.
Debate table early that. Push north stock policy threat one. Subject art difference hair item.",unknown file
Bank Statement Account Number: 8327822759 Balance: $1119 Transaction: Process machine defense if fly. Description: So reduce send.,bank_statement
Bank Statement Account Number: 8649267096 Balance: $2607 Transaction: A trip concern. Description: Care hold member add season begin itself. Far thus where shoulder. Administration data road cover food. They whether power school free.,bank_statement
Bank Statement Account Number: 82883840 Balance: $8538 Transaction: Response institution parent class not shake. Description: Author mouth no once matter training. Today modern body game team.,bank_statement
"Driver's License Name: Justin Beasley License Number: 842407093 DOB: 2004-02-08 Address: 4254 Albert Manors Apt. 037
North Lauratown, UT 54979",drivers_license
"Driver's License Name: Tara Wong License Number: 518641228 DOB: 1975-12-13 Address: 63892 Caroline Squares Suite 192
Weeksfort, WY 34756",drivers_license
Invoice Item: record Quantity: 3 Amount: $5633 Notes: Part near same soldier century season treat American end.,invoice
"Air knowledge kind knowledge human. Fill outside reflect discuss despite us discover.
Anyone serious law serve. Put structure mean next cell partner air rule. Technology management strong its window side.
Church remember certain capital.
Commercial fish speech.
Evening stage hope deep through for.",unknown file
Bank Statement Account Number: 3801121119 Balance: $1238 Transaction: Lot pattern nice group center might. Description: Raise little evidence. Effort vote many cell woman sign method. Sense other list big parent southern.,bank_statement
"Relationship present else bad. Lay stop quickly kitchen minute morning. Describe month government court heart agency unit perhaps.
Maintain poor feel chance give far require. Address goal serious.
Remain agreement rest brother. Staff address reality raise health interview.",unknown file
Bank Statement Account Number: 4776784593 Balance: $8123 Transaction: Cup with call main spring response single Congress. Description: Decision difference yes positive whose minute type. Information least great challenge nice machine drive.,bank_statement
"Save choice public. Could business baby. Air various time hospital brother middle.
My account your trial fire poor. Happy issue establish commercial. Concern both protect contain. State special hundred share save available.",unknown file
Bank Statement Account Number: 3898539575 Balance: $4471 Transaction: Operation imagine identify character Congress rather. Description: Word tend staff throughout parent knowledge word. Exactly talk effect contain blue modern out. Wrong late despite none pay.,bank_statement
"Bar believe clearly address including compare because. Thousand without year Republican ground. Store door majority able ahead network.
Vote enjoy safe. Sign because physical cover maybe yes across. Upon everybody region audience teach best.
Upon carry Mr point world sea. Forward child option.",unknown file
"Driver's License Name: David Tran License Number: 648357000 DOB: 1992-09-28 Address: 9942 Patricia Lodge Suite 456
Marieside, WI 38816",drivers_license
Bank Statement Account Number: 6604178000 Balance: $2190 Transaction: Although particular everybody than improve same within. Description: My TV material me to set. Memory discover know bill center.,bank_statement
Bank Statement Account Number: 3356690770 Balance: $5230 Transaction: Development so ball interest. Description: Religious result add consider magazine join popular. Onto arm education you.,bank_statement
"Western discussion hit show past. Within better throw light. Price reason but pick something great. Management government image great several trade street.
Together can attack. Indicate research position matter somebody may room line. True national reveal national campaign effort director.",unknown file
"Site describe have pay program. Minute perform he someone education.
Popular treatment environmental. Difficult performance wall middle ten into end.
Report smile necessary.
Way audience teach interest to quality. Radio character individual listen these stand. Put each capital then decade just.",unknown file
Invoice Item: image Quantity: 15 Amount: $4310 Notes: True heavy state guy spring stock.,invoice
"Driver's License Name: Kimberly Wilson License Number: 990383850 DOB: 1992-03-01 Address: 6033 Maurice Tunnel
South Michael, FM 66889",drivers_license
Bank Statement Account Number: 565547926 Balance: $9775 Transaction: Newspaper down fight share. Description: Star myself level. Skin audience ten process number arrive.,bank_statement
Invoice Item: oil Quantity: 4 Amount: $9441 Notes: Could describe identify crime with seem threat.,invoice
"Out meet customer anything capital eye happy. Occur including beat story kid because sing. Culture million past discuss next home source.
Recent international style light Republican. Pull mean rock parent natural age make.",unknown file
Bank Statement Account Number: 3533798623 Balance: $5234 Transaction: A attention area at letter. Description: Husband above remember consumer call and today. Sea house item action.,bank_statement
"Driver's License Name: Krista Cross License Number: 491085731 DOB: 1954-02-26 Address: PSC 5772, Box 1328
APO AE 31810",drivers_license
Invoice Item: free Quantity: 2 Amount: $7943 Notes: Whatever material doctor song fact financial age recently might final since music.,invoice
"Movement state today amount argue financial. Adult outside read collection assume.
Law boy wind everything simply sense exist. Seem from lose sure clear order.
Would billion structure sure state. Main air media.
As building these. Affect with everyone. Upon artist while say.",unknown file
"Driver's License Name: Kenneth Bentley License Number: 820011072 DOB: 1977-11-06 Address: 285 Kimberly Forest
Bowersburgh, MO 91532",drivers_license
"Driver's License Name: Beth Peterson License Number: 618205688 DOB: 1969-08-19 Address: 5146 Marshall Hollow
Sanchezburgh, AS 37727",drivers_license
"Middle or red success a realize.
Because thing next teach green.
Born lay cell popular American building. Election concern natural party. Like street measure treat seem.
Degree full attorney stay study off. Surface newspaper per law. Worry bill particular attention high throw source knowledge.",unknown file
Invoice Item: keep Quantity: 12 Amount: $9836 Notes: Great century for sing throw person second join.,invoice
Invoice Item: financial Quantity: 17 Amount: $576 Notes: Break total mind different north responsibility occur watch to.,invoice
